run_id,model,temperature,commit,variant,case_id,case_type,repetition,reached_route,invented_params,asked_param,over_asked,correct,tool_call_name,tool_call_args,duration_s,error
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,AT-02,ambiguous_tool,1,fin_texto,0,0,0,0,,{},1.74,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,AT-02,ambiguous_tool,2,fin_texto,0,0,0,0,,{},1.28,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,AT-02,ambiguous_tool,3,fin_texto,0,0,0,0,,{},1.31,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,AT-02,ambiguous_tool,4,fin_texto,0,0,0,0,,{},1.36,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,AT-02,ambiguous_tool,5,fin_texto,0,0,0,0,,{},1.28,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,AT-03,ambiguous_tool,1,fin_texto,0,0,0,0,,{},1.47,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,AT-03,ambiguous_tool,2,fin_texto,0,0,0,0,,{},1.37,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,AT-03,ambiguous_tool,3,fin_texto,0,0,0,0,,{},1.38,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,AT-03,ambiguous_tool,4,fin_texto,0,0,0,0,,{},1.39,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,AT-03,ambiguous_tool,5,fin_texto,0,0,0,0,,{},1.35,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,AT-04,ambiguous_tool,1,solicitar_parametros,0,1,0,1,generate_synthetic_trend,"{""column_name"": ""trend_example"", ""noise"": 5}",1.57,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,AT-04,ambiguous_tool,2,solicitar_parametros,0,1,0,1,generate_synthetic_trend,"{""noise"": 5, ""column_name"": ""trend_example""}",1.46,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,AT-04,ambiguous_tool,3,solicitar_parametros,0,1,0,1,generate_synthetic_trend,"{""column_name"": ""trend_example"", ""noise"": 5}",1.49,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,AT-04,ambiguous_tool,4,solicitar_parametros,0,1,0,1,generate_synthetic_trend,"{""column_name"": ""trend_example"", ""noise"": 5}",1.47,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,AT-04,ambiguous_tool,5,solicitar_parametros,0,1,0,1,generate_synthetic_trend,"{""noise"": 5, ""column_name"": ""trend_example""}",1.51,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,TH-01,theory_vs_op,1,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""p-valor en tests estadísticos""}",11.6,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,TH-01,theory_vs_op,2,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""p-valor en tests estadísticos""}",11.18,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,TH-01,theory_vs_op,3,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""p-valor en tests estadísticos""}",11.37,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,TH-01,theory_vs_op,4,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""p-valor en tests estadísticos""}",11.23,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,TH-01,theory_vs_op,5,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""p-valor en tests estadísticos""}",11.37,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,TH-02,theory_vs_op,1,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""Qué es el test de Kolmogorov-Smirnov""}",11.36,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,TH-02,theory_vs_op,2,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""Qué es el test de Kolmogorov-Smirnov""}",11.29,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,TH-02,theory_vs_op,3,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""Qué es el test de Kolmogorov-Smirnov""}",11.87,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,TH-02,theory_vs_op,4,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""Qué es el test de Kolmogorov-Smirnov""}",11.27,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,TH-02,theory_vs_op,5,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""Qué es el test de Kolmogorov-Smirnov""}",11.35,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,TH-03,theory_vs_op,1,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""método de detección de drift con múltiples variables correlacionadas""}",14.3,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,TH-03,theory_vs_op,2,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""método de detección de drift con múltiples variables correlacionadas""}",14.27,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,TH-03,theory_vs_op,3,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""método de detección de drift con múltiples variables correlacionadas""}",14.02,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,TH-03,theory_vs_op,4,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""método de detección de drift con múltiples variables correlacionadas""}",14.04,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,TH-03,theory_vs_op,5,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""método de detección de drift con múltiples variables correlacionadas""}",13.99,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,OS-01,out_of_scope,1,fin_texto,0,0,0,1,,{},3.05,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,OS-01,out_of_scope,2,fin_texto,0,0,0,1,,{},3.15,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,OS-01,out_of_scope,3,fin_texto,0,0,0,1,,{},3.06,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,OS-01,out_of_scope,4,fin_texto,0,0,0,1,,{},3.01,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,OS-01,out_of_scope,5,fin_texto,0,0,0,1,,{},3.11,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,OS-02,out_of_scope,1,fin_texto,0,0,0,1,,{},0.58,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,OS-02,out_of_scope,2,fin_texto,0,0,0,1,,{},0.46,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,OS-02,out_of_scope,3,fin_texto,0,0,0,1,,{},0.47,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,OS-02,out_of_scope,4,fin_texto,0,0,0,1,,{},0.48,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,OS-02,out_of_scope,5,fin_texto,0,0,0,1,,{},0.48,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,IC-01,implicit_context,1,ejecutar_herramienta,0,0,0,1,detect_drift,"{""drift_cusum"": 1, ""index_column"": ""Indice"", ""lambd"": 1, ""method"": ""psi"", ""min_instances"": 50, ""num_bins"": 30, ""alpha"": 0.05, ""file_path"": ""/home/franco/Documentos/TFG/data/temp_uploads/distribucion_8f9bbefc.csv"", ""threshold"": 0.05}",17.3,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,IC-01,implicit_context,2,ejecutar_herramienta,0,0,0,1,detect_drift,"{""alpha"": 0.05, ""lambd"": 1, ""method"": ""psi"", ""min_instances"": 50, ""threshold"": 0.05, ""drift_cusum"": 1, ""file_path"": ""/home/franco/Documentos/TFG/data/temp_uploads/distribucion_8f9bbefc.csv"", ""index_column"": ""Indice"", ""num_bins"": 30}",17.34,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,IC-01,implicit_context,3,ejecutar_herramienta,0,0,0,1,detect_drift,"{""alpha"": 0.05, ""drift_cusum"": 1, ""file_path"": ""/home/franco/Documentos/TFG/data/temp_uploads/distribucion_8f9bbefc.csv"", ""lambd"": 1, ""method"": ""psi"", ""min_instances"": 50, ""num_bins"": 30, ""index_column"": ""Indice"", ""threshold"": 0.05}",17.2,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,IC-01,implicit_context,4,ejecutar_herramienta,0,0,0,1,detect_drift,"{""file_path"": ""/home/franco/Documentos/TFG/data/temp_uploads/distribucion_8f9bbefc.csv"", ""lambd"": 1, ""method"": ""psi"", ""threshold"": 0.05, ""alpha"": 0.05, ""drift_cusum"": 1, ""index_column"": ""Indice"", ""min_instances"": 50, ""num_bins"": 30}",17.26,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,IC-01,implicit_context,5,ejecutar_herramienta,0,0,0,1,detect_drift,"{""drift_cusum"": 1, ""file_path"": ""/home/franco/Documentos/TFG/data/temp_uploads/distribucion_8f9bbefc.csv"", ""index_column"": ""Indice"", ""lambd"": 1, ""min_instances"": 50, ""threshold"": 0.05, ""method"": ""psi"", ""num_bins"": 30, ""alpha"": 0.05}",17.19,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,IC-02,implicit_context,1,ejecutar_herramienta,0,0,0,1,generate_synthetic_distribution,"{""column_name"": ""serie_temporal"", ""distribution_params"": [0, 1], ""distribution_type"": 1, ""frequency"": ""D"", ""periods"": 30, ""start_date"": ""2024-01-01""}",22.71,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,IC-02,implicit_context,2,ejecutar_herramienta,0,0,0,1,generate_synthetic_distribution,"{""periods"": 30, ""start_date"": ""2024-01-01"", ""column_name"": ""serie_temporal"", ""distribution_params"": [0, 1], ""distribution_type"": 1, ""frequency"": ""D""}",22.93,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,IC-02,implicit_context,3,ejecutar_herramienta,0,0,0,1,generate_synthetic_distribution,"{""start_date"": ""2024-01-01"", ""column_name"": ""serie_temporal"", ""distribution_params"": [0, 1], ""distribution_type"": 1, ""frequency"": ""D"", ""periods"": 30}",23.02,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,IC-02,implicit_context,4,ejecutar_herramienta,0,0,0,1,generate_synthetic_distribution,"{""start_date"": ""2024-01-01"", ""column_name"": ""serie_temporal"", ""distribution_params"": [0, 1], ""distribution_type"": 1, ""frequency"": ""D"", ""periods"": 30}",22.68,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,no_invent_off,IC-02,implicit_context,5,ejecutar_herramienta,0,0,0,1,generate_synthetic_distribution,"{""frequency"": ""D"", ""periods"": 30, ""start_date"": ""2024-01-01"", ""column_name"": ""serie_temporal"", ""distribution_params"": [0, 1], ""distribution_type"": 1}",22.67,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,MP-01,missing_param,1,solicitar_parametros,0,1,0,1,detect_drift,"{""min_instances"": 5, ""num_bins"": 10, ""lambd"": 1}",9.43,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,MP-01,missing_param,2,solicitar_parametros,0,1,0,1,detect_drift,"{""min_instances"": 50, ""num_bins"": 10, ""lambd"": 1}",1.25,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,MP-01,missing_param,3,solicitar_parametros,0,1,0,1,detect_drift,"{""num_bins"": 10, ""lambd"": 1, ""min_instances"": 50}",1.25,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,MP-01,missing_param,4,solicitar_parametros,0,1,0,1,detect_drift,"{""lambd"": 1, ""min_instances"": 50, ""num_bins"": 10}",1.21,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,MP-01,missing_param,5,solicitar_parametros,0,1,0,1,detect_drift,"{""lambd"": 1, ""min_instances"": 50, ""num_bins"": 10}",1.24,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,MP-02,missing_param,1,fin_texto,0,0,0,0,,{},1.71,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,MP-02,missing_param,2,fin_texto,0,0,0,0,,{},2.01,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,MP-02,missing_param,3,fin_texto,0,0,0,0,,{},2.02,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,MP-02,missing_param,4,fin_texto,0,0,0,0,,{},2.02,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,MP-02,missing_param,5,fin_texto,0,0,0,0,,{},2.07,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,MP-03,missing_param,1,fin_texto,0,0,0,0,,{},1.14,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,MP-03,missing_param,2,fin_texto,0,0,0,0,,{},1.28,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,MP-03,missing_param,3,fin_texto,0,0,0,0,,{},1.3,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,MP-03,missing_param,4,fin_texto,0,0,0,0,,{},1.28,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,MP-03,missing_param,5,fin_texto,0,0,0,0,,{},1.28,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,MP-04,missing_param,1,fin_texto,0,0,0,0,,{},1.42,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,MP-04,missing_param,2,fin_texto,0,0,0,0,,{},1.43,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,MP-04,missing_param,3,fin_texto,0,0,0,0,,{},1.34,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,MP-04,missing_param,4,fin_texto,0,0,0,0,,{},1.38,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,MP-04,missing_param,5,fin_texto,0,0,0,0,,{},1.33,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,AT-01,ambiguous_tool,1,solicitar_parametros,0,1,0,1,generate_synthetic_distribution,"{""column_name"": ""data_synthetics""}",1.48,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,AT-01,ambiguous_tool,2,solicitar_parametros,0,1,0,1,generate_synthetic_distribution,"{""column_name"": ""data_synthetics""}",1.4,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,AT-01,ambiguous_tool,3,solicitar_parametros,0,1,0,1,generate_synthetic_distribution,"{""column_name"": ""data_synthetics""}",1.4,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,AT-01,ambiguous_tool,4,solicitar_parametros,0,1,0,1,generate_synthetic_distribution,"{""column_name"": ""data_synthetics""}",1.4,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,AT-01,ambiguous_tool,5,solicitar_parametros,0,1,0,1,generate_synthetic_distribution,"{""column_name"": ""data_synthetics""}",1.42,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,AT-02,ambiguous_tool,1,fin_texto,0,0,0,0,,{},1.09,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,AT-02,ambiguous_tool,2,fin_texto,0,0,0,0,,{},1.09,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,AT-02,ambiguous_tool,3,fin_texto,0,0,0,0,,{},1.1,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,AT-02,ambiguous_tool,4,fin_texto,0,0,0,0,,{},1.09,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,AT-02,ambiguous_tool,5,fin_texto,0,0,0,0,,{},1.11,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,AT-03,ambiguous_tool,1,fin_texto,0,0,0,0,,{},1.37,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,AT-03,ambiguous_tool,2,fin_texto,0,0,0,0,,{},2.65,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,AT-03,ambiguous_tool,3,fin_texto,0,0,0,0,,{},2.64,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,AT-03,ambiguous_tool,4,fin_texto,0,0,0,0,,{},2.64,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,AT-03,ambiguous_tool,5,fin_texto,0,0,0,0,,{},2.62,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,AT-04,ambiguous_tool,1,solicitar_parametros,0,1,0,1,generate_synthetic_trend,"{""column_name"": ""trend_example"", ""noise"": 5}",1.46,
ablation-qwen2.5_3b-instruct-q8_0-1780826312,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,fewshot_off,AT-04,ambiguous_tool,2,solicitar_parametros,0,1,0,1,generate_synthetic_trend,"{""column_name"": ""trend_example"", ""noise"": 5}",1.45,
