run_id,model,temperature,commit,case_id,case_type,repetition,reached_route,invented_params,asked_param,over_asked,correct,tool_call_name,tool_call_args,duration_s,error
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,AT-01,ambiguous_tool,1,solicitar_parametros,0,1,0,1,generate_synthetic_distribution,"{""column_name"": ""data_synthetics""}",1.44,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,AT-01,ambiguous_tool,2,solicitar_parametros,0,1,0,1,generate_synthetic_distribution,"{""column_name"": ""data_synthetics""}",1.47,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,AT-01,ambiguous_tool,3,solicitar_parametros,0,1,0,1,generate_synthetic_distribution,"{""column_name"": ""data_synthetics""}",1.41,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,AT-01,ambiguous_tool,4,solicitar_parametros,0,1,0,1,generate_synthetic_distribution,"{""column_name"": ""data_synthetics""}",1.4,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,AT-01,ambiguous_tool,5,solicitar_parametros,0,1,0,1,generate_synthetic_distribution,"{""column_name"": ""data_synthetics""}",1.45,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,AT-02,ambiguous_tool,1,fin_texto,0,0,0,0,,{},1.31,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,AT-02,ambiguous_tool,2,fin_texto,0,0,0,0,,{},2.39,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,AT-02,ambiguous_tool,3,fin_texto,0,0,0,0,,{},2.37,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,AT-02,ambiguous_tool,4,fin_texto,0,0,0,0,,{},2.32,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,AT-02,ambiguous_tool,5,fin_texto,0,0,0,0,,{},2.31,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,AT-03,ambiguous_tool,1,fin_texto,0,0,0,0,,{},1.53,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,AT-03,ambiguous_tool,2,fin_texto,0,0,0,0,,{},2.59,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,AT-03,ambiguous_tool,3,fin_texto,0,0,0,0,,{},2.56,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,AT-03,ambiguous_tool,4,fin_texto,0,0,0,0,,{},2.67,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,AT-03,ambiguous_tool,5,fin_texto,0,0,0,0,,{},2.59,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,AT-04,ambiguous_tool,1,solicitar_parametros,0,1,0,1,generate_synthetic_trend,"{""column_name"": ""trend_example"", ""noise"": 5}",1.48,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,AT-04,ambiguous_tool,2,solicitar_parametros,0,1,0,1,generate_synthetic_trend,"{""column_name"": ""trend_example"", ""noise"": 5}",1.38,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,AT-04,ambiguous_tool,3,solicitar_parametros,0,1,0,1,generate_synthetic_trend,"{""noise"": 5, ""column_name"": ""trend_example""}",1.41,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,AT-04,ambiguous_tool,4,solicitar_parametros,0,1,0,1,generate_synthetic_trend,"{""column_name"": ""trend_example"", ""noise"": 5}",1.44,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,AT-04,ambiguous_tool,5,solicitar_parametros,0,1,0,1,generate_synthetic_trend,"{""noise"": 5, ""column_name"": ""trend_example""}",1.42,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,TH-01,theory_vs_op,1,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""p-valor en test estadístico""}",12.2,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,TH-01,theory_vs_op,2,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""p-valor en tests estadísticos""}",11.17,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,TH-01,theory_vs_op,3,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""p-valor en tests estadísticos""}",11.57,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,TH-01,theory_vs_op,4,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""p-valor en tests estadísticos""}",11.42,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,TH-01,theory_vs_op,5,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""p-valor en tests estadísticos""}",11.42,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,TH-02,theory_vs_op,1,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""Qué es el test de Kolmogorov-Smirnov""}",11.77,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,TH-02,theory_vs_op,2,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""Qué es el test de Kolmogorov-Smirnov""}",11.1,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,TH-02,theory_vs_op,3,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""Qué es el test de Kolmogorov-Smirnov""}",11.1,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,TH-02,theory_vs_op,4,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""Qué es el test de Kolmogorov-Smirnov""}",11.17,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,TH-02,theory_vs_op,5,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""Qué es el test de Kolmogorov-Smirnov""}",11.29,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,TH-03,theory_vs_op,1,fin_texto,0,0,0,0,,{},4.11,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,TH-03,theory_vs_op,2,fin_texto,0,0,0,0,,{},4.56,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,TH-03,theory_vs_op,3,fin_texto,0,0,0,0,,{},4.65,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,TH-03,theory_vs_op,4,fin_texto,0,0,0,0,,{},4.72,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,TH-03,theory_vs_op,5,fin_texto,0,0,0,0,,{},4.57,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,OS-01,out_of_scope,1,fin_texto,0,0,0,1,,{},2.79,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,OS-01,out_of_scope,2,fin_texto,0,0,0,1,,{},2.18,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,OS-01,out_of_scope,3,fin_texto,0,0,0,1,,{},2.21,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,OS-01,out_of_scope,4,fin_texto,0,0,0,1,,{},2.13,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,OS-01,out_of_scope,5,fin_texto,0,0,0,1,,{},2.17,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,OS-02,out_of_scope,1,fin_texto,0,0,0,1,,{},0.57,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,OS-02,out_of_scope,2,fin_texto,0,0,0,1,,{},0.73,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,OS-02,out_of_scope,3,fin_texto,0,0,0,1,,{},0.77,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,OS-02,out_of_scope,4,fin_texto,0,0,0,1,,{},0.78,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,OS-02,out_of_scope,5,fin_texto,0,0,0,1,,{},0.76,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,IC-01,implicit_context,1,ejecutar_herramienta,0,0,0,1,detect_drift,"{""alpha"": 0.05, ""index_column"": ""Indice"", ""lambd"": 1, ""min_instances"": 50, ""threshold"": 0.05, ""drift_cusum"": 1, ""file_path"": ""/home/franco/Documentos/TFG/data/temp_uploads/distribucion_8f9bbefc.csv"", ""method"": ""psi"", ""num_bins"": 20}",12.02,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,IC-01,implicit_context,2,ejecutar_herramienta,0,0,0,1,detect_drift,"{""drift_cusum"": 1, ""method"": ""psi"", ""alpha"": 0.05, ""file_path"": ""/home/franco/Documentos/TFG/data/temp_uploads/distribucion_8f9bbefc.csv"", ""index_column"": ""Indice"", ""lambd"": 1, ""min_instances"": 50, ""num_bins"": 20, ""threshold"": 0.05}",12.0,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,IC-01,implicit_context,3,ejecutar_herramienta,0,0,0,1,detect_drift,"{""drift_cusum"": 1, ""lambd"": 1, ""method"": ""psi"", ""alpha"": 0.05, ""file_path"": ""/home/franco/Documentos/TFG/data/temp_uploads/distribucion_8f9bbefc.csv"", ""index_column"": ""Indice"", ""min_instances"": 50, ""num_bins"": 20, ""threshold"": 0.05}",12.2,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,IC-01,implicit_context,4,ejecutar_herramienta,0,0,0,1,detect_drift,"{""threshold"": 0.05, ""alpha"": 0.05, ""drift_cusum"": 1, ""file_path"": ""/home/franco/Documentos/TFG/data/temp_uploads/distribucion_8f9bbefc.csv"", ""index_column"": ""Indice"", ""method"": ""psi"", ""min_instances"": 50, ""lambd"": 1, ""num_bins"": 20}",12.63,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,IC-01,implicit_context,5,ejecutar_herramienta,0,0,0,1,detect_drift,"{""alpha"": 0.05, ""drift_cusum"": 1, ""file_path"": ""/home/franco/Documentos/TFG/data/temp_uploads/distribucion_8f9bbefc.csv"", ""num_bins"": 20, ""threshold"": 0.05, ""index_column"": ""Indice"", ""lambd"": 1, ""method"": ""psi"", ""min_instances"": 50}",12.01,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,IC-02,implicit_context,1,ejecutar_herramienta,0,0,0,1,generate_synthetic_distribution,"{""frequency"": ""D"", ""periods"": 30, ""start_date"": ""2024-01-01"", ""column_name"": ""temporal_series"", ""distribution_params"": [0, 1], ""distribution_type"": 1}",25.29,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,IC-02,implicit_context,2,ejecutar_herramienta,0,0,0,1,generate_synthetic_distribution,"{""start_date"": ""2024-01-01"", ""column_name"": ""temporal_series"", ""distribution_params"": [0, 1], ""distribution_type"": 1, ""frequency"": ""D"", ""periods"": 30}",24.17,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,IC-02,implicit_context,3,ejecutar_herramienta,0,0,0,1,generate_synthetic_distribution,"{""frequency"": ""D"", ""periods"": 30, ""start_date"": ""2024-01-01"", ""column_name"": ""temporal_series"", ""distribution_params"": [0, 1], ""distribution_type"": 1}",25.62,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,IC-02,implicit_context,4,ejecutar_herramienta,0,0,0,1,generate_synthetic_distribution,"{""distribution_type"": 1, ""frequency"": ""D"", ""periods"": 30, ""start_date"": ""2024-01-01"", ""column_name"": ""temporal_series"", ""distribution_params"": [0, 1]}",24.86,
qwen2.5_3b-instruct-q8_0-1780825721,qwen2.5:3b-instruct-q8_0,0.0,91b7deb,IC-02,implicit_context,5,ejecutar_herramienta,0,0,0,1,generate_synthetic_distribution,"{""frequency"": ""D"", ""periods"": 30, ""start_date"": ""2024-01-01"", ""column_name"": ""temporal_series"", ""distribution_params"": [0, 1], ""distribution_type"": 1}",23.1,
