run_id,model,temperature,commit,case_id,case_type,repetition,reached_route,invented_params,asked_param,over_asked,correct,tool_call_name,tool_call_args,duration_s,error
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,AT-01,ambiguous_tool,4,solicitar_parametros,0,1,0,1,generate_synthetic_distribution,{},0.47,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,AT-01,ambiguous_tool,5,solicitar_parametros,0,1,0,1,generate_synthetic_distribution,{},0.51,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,AT-02,ambiguous_tool,1,fin_texto,0,0,0,0,,{},1.77,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,AT-02,ambiguous_tool,2,fin_texto,0,0,0,0,,{},2.54,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,AT-02,ambiguous_tool,3,fin_texto,0,0,0,0,,{},2.53,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,AT-02,ambiguous_tool,4,fin_texto,0,0,0,0,,{},1.61,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,AT-02,ambiguous_tool,5,fin_texto,0,0,0,0,,{},1.58,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,AT-03,ambiguous_tool,1,fin_texto,0,0,0,0,,{},1.45,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,AT-03,ambiguous_tool,2,fin_texto,0,0,0,0,,{},1.41,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,AT-03,ambiguous_tool,3,fin_texto,0,0,0,0,,{},1.63,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,AT-03,ambiguous_tool,4,fin_texto,0,0,0,0,,{},2.22,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,AT-03,ambiguous_tool,5,fin_texto,0,0,0,0,,{},2.66,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,AT-04,ambiguous_tool,1,fin_texto,0,0,0,0,,{},1.18,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,AT-04,ambiguous_tool,2,solicitar_parametros,0,1,0,1,generate_synthetic_trend,{},0.46,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,AT-04,ambiguous_tool,3,solicitar_parametros,0,1,0,1,generate_synthetic_trend,{},0.5,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,AT-04,ambiguous_tool,4,solicitar_parametros,0,1,0,1,generate_synthetic_trend,{},0.51,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,AT-04,ambiguous_tool,5,solicitar_parametros,0,1,0,1,generate_synthetic_trend,{},0.5,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,TH-01,theory_vs_op,1,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""qué es el p-valor en un test estadístico""}",13.3,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,TH-01,theory_vs_op,2,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""qué es el p-valor en un test estadístico""}",12.21,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,TH-01,theory_vs_op,3,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""qué es el p-valor en un test estadístico""}",10.86,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,TH-01,theory_vs_op,4,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""qué es el p-valor en un test estadístico""}",10.79,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,TH-01,theory_vs_op,5,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""qué es el p-valor en un test estadístico""}",12.37,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,TH-02,theory_vs_op,1,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""Qué es el test de Kolmogorov-Smirnov""}",11.47,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,TH-02,theory_vs_op,2,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""Qué es el test de Kolmogorov-Smirnov""}",10.07,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,TH-02,theory_vs_op,3,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""qué es el test de Kolmogorov-Smirnov""}",11.83,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,TH-02,theory_vs_op,4,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""Qué es el test de Kolmogorov-Smirnov""}",10.06,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,TH-02,theory_vs_op,5,recuperar_contexto,0,0,0,1,consultar_teoria,"{""query"": ""Qué es el test de Kolmogorov-Smirnov""}",10.95,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,TH-03,theory_vs_op,1,fin_texto,0,0,0,0,,{},2.68,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,TH-03,theory_vs_op,2,fin_texto,0,0,0,0,,{},1.8,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,TH-03,theory_vs_op,3,fin_texto,0,0,0,0,,{},3.33,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,TH-03,theory_vs_op,4,fin_texto,0,0,0,0,,{},1.13,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,TH-03,theory_vs_op,5,fin_texto,0,0,0,0,,{},2.66,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,OS-01,out_of_scope,1,fin_texto,0,0,0,1,,{},2.35,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,OS-01,out_of_scope,2,fin_texto,0,0,0,1,,{},2.94,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,OS-01,out_of_scope,3,fin_texto,0,0,0,1,,{},2.75,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,OS-01,out_of_scope,4,fin_texto,0,0,0,1,,{},1.39,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,OS-01,out_of_scope,5,fin_texto,0,0,0,1,,{},2.11,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,OS-02,out_of_scope,1,recuperar_contexto,0,0,0,0,consultar_teoria,"{""query"": ""traducción del frase 'el cielo es azul' al inglés""}",9.68,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,OS-02,out_of_scope,2,fin_texto,0,0,0,1,,{},1.09,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,OS-02,out_of_scope,3,fin_texto,0,0,0,1,,{},0.3,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,OS-02,out_of_scope,4,fin_texto,0,0,0,1,,{},0.33,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,OS-02,out_of_scope,5,fin_texto,0,0,0,1,,{},0.3,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,IC-01,implicit_context,1,ejecutar_herramienta,0,0,0,1,detect_drift,"{""file_path"": ""/home/franco/Documentos/TFG/data/temp_uploads/distribucion_8f9bbefc.csv"", ""index_column"": ""Indice"", ""method"": ""PSI""}",44.2,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,IC-01,implicit_context,2,ejecutar_herramienta,0,0,0,1,detect_drift,"{""file_path"": ""/home/franco/Documentos/TFG/data/temp_uploads/distribucion_8f9bbefc.csv"", ""index_column"": ""Indice"", ""method"": ""PSI""}",42.48,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,IC-01,implicit_context,3,ejecutar_herramienta,0,0,0,1,detect_drift,"{""file_path"": ""/home/franco/Documentos/TFG/data/temp_uploads/distribucion_8f9bbefc.csv"", ""index_column"": ""Indice"", ""method"": ""PSI""}",42.94,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,IC-01,implicit_context,4,ejecutar_herramienta,0,0,0,1,detect_drift,"{""method"": ""PSI"", ""file_path"": ""/home/franco/Documentos/TFG/data/temp_uploads/distribucion_8f9bbefc.csv"", ""index_column"": ""Indice""}",42.24,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,IC-01,implicit_context,5,ejecutar_herramienta,0,0,0,1,detect_drift,"{""method"": ""PSI"", ""file_path"": ""/home/franco/Documentos/TFG/data/temp_uploads/distribucion_8f9bbefc.csv"", ""index_column"": ""Indice""}",43.33,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,IC-02,implicit_context,1,ejecutar_herramienta,0,0,0,1,generate_synthetic_distribution,"{""frequency"": ""D"", ""start_date"": ""2024-01-01"", ""periods"": 30, ""distribution_params"": [], ""distribution_type"": 1}",40.46,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,IC-02,implicit_context,2,ejecutar_herramienta,0,0,0,1,generate_synthetic_distribution,"{""distribution_params"": [], ""distribution_type"": 1, ""frequency"": ""D"", ""start_date"": ""2024-01-01"", ""periods"": 30}",36.19,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,IC-02,implicit_context,3,ejecutar_herramienta,0,0,0,1,generate_synthetic_distribution,"{""periods"": 30, ""distribution_params"": [], ""distribution_type"": 1, ""frequency"": ""D"", ""start_date"": ""2024-01-01""}",39.06,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,IC-02,implicit_context,4,solicitar_parametros,0,1,1,0,generate_synthetic_distribution,"{""distribution_type"": 1, ""frequency"": ""D"", ""start_date"": ""2024-01-01"", ""periods"": 30, ""distribution_params"": []}",42.1,
qwen2.5_3b-instruct-q4_K_M-1779743978,qwen2.5:3b-instruct-q4_K_M,0.1,415cb24,IC-02,implicit_context,5,ejecutar_herramienta,0,0,0,1,generate_synthetic_distribution,"{""distribution_params"": [], ""distribution_type"": 1, ""frequency"": ""D"", ""start_date"": ""2024-01-01"", ""periods"": 30}",35.68,
